"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"430","ceden","ceden_369","2012-02-29","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,250,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"431","ceden","ceden_369","2012-07-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,17000,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"432","ceden","ceden_369","2012-01-19","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"433","ceden","ceden_369","2012-01-17","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,2,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"434","ceden","ceden_369","2012-12-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,50,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"435","ceden","ceden_369","2012-04-17","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,22,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"436","ceden","cede_126","2013-04-16","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,4,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"437","ceden","cede_146","2013-04-05","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1800,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"438","ceden","cede_150","2013-03-06","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,11000,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"439","ceden","cede_149","2013-11-19","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,3400,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"440","ceden","cede_132","2013-05-15","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,110,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"441","ceden","ceden_472","2013-03-06","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,3000,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"442","ceden","ceden_472","2013-09-17","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"443","ceden","ceden_472","2013-01-24","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,350,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"444","ceden","ceden_301","2013-01-15","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"445","ceden","cede_42","2013-02-19","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,2400,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"446","ceden","ceden_328","2013-03-20","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1700,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"447","ceden","ceden_328","2013-04-16","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,4,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"448","ceden","cede_9","2013-04-05","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,3500,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"449","ceden","cede_103","2013-03-20","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"450","ceden","cede_114","2013-01-24","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,2300,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"451","ceden","cede_96","2013-03-13","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,11,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"452","ceden","ceden_436","2013-03-20","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,4300,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"453","ceden","ceden_436","2013-01-15","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,17,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"454","ceden","ceden_436","2013-04-16","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"455","ceden","ceden_436","2013-12-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"456","ceden","ceden_436","2013-05-15","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,11,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"457","ceden","cede_71","2013-03-06","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,350,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"458","ceden","cede_62","2013-01-15","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,11,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"459","ceden","ceden_362","2013-03-13","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"460","ceden","ceden_362","2013-11-20","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,130000,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"461","ceden","ceden_362","2013-02-19","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"462","ceden","ceden_362","2013-01-15","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"463","ceden","ceden_362","2013-05-15","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"464","ceden","ceden_369","2013-04-05","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,700,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"465","ceden","cede_133","2014-02-13","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,140,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"466","ceden","cede_131","2014-04-15","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,92,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"467","ceden","cede_138","2014-02-11","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,780,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"468","ceden","ceden_472","2014-01-29","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,3400,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"469","ceden","ceden_472","2014-07-15","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"470","ceden","ceden_472","2014-06-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"471","ceden","ceden_472","2014-01-14","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,45,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"472","ceden","ceden_472","2014-03-26","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,2400,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"473","ceden","ceden_472","2014-08-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,60,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"474","ceden","ceden_472","2014-05-14","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"475","ceden","cede_32","2014-02-11","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,450,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"476","ceden","cede_36","2014-02-13","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1400,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"477","ceden","cede_43","2014-02-27","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,14000,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"478","ceden","cede_40","2014-05-14","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1700,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"479","ceden","ceden_328","2014-06-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,110,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"480","ceden","ceden_328","2014-05-14","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,450,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"481","ceden","ceden_328","2014-02-11","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,2100,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"482","ceden","cede_1","2014-04-15","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,40,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"483","ceden","cede_6","2014-05-14","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1200,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"484","ceden","cede_2","2014-02-11","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,46,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"485","ceden","cede_111","2014-03-26","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,930,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"486","ceden","cede_110","2014-02-11","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,780,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"487","ceden","cede_100","2014-06-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,45,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"488","ceden","ceden_436","2014-02-08","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,13000,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"489","ceden","ceden_436","2014-01-14","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"490","ceden","ceden_436","2014-03-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,93,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"491","ceden","cede_70","2014-02-11","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,230,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"492","ceden","cede_74","2014-03-26","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,2100,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"493","ceden","cede_72","2014-02-13","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,370,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"494","ceden","cede_76","2014-02-08","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,4100,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"495","ceden","ceden_362","2014-04-15","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,45,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"496","ceden","ceden_362","2014-03-09","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,610,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"497","ceden","ceden_362","2014-02-27","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,4700,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
