"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"993","yuroktepwqx","batchf_111172","2005-10-18","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"994","yuroktepwqx","batchf_111177","2005-05-12","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"995","yuroktepwqx","batchf_111215","2005-11-13","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"996","yuroktepwqx","batchf_111151","2005-04-06","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"997","yuroktepwqx","batchf_111100","2005-02-23","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"998","yuroktepwqx","batchf_111216","2005-07-26","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"999","yuroktepwqx","batchf_111219","2005-08-23","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1000","yuroktepwqx","batchf_111187","2005-09-20","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1001","yuroktepwqx","batchf_111213","2005-12-19","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,41,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1002","yuroktepwqx","batchf_111104","2005-01-30","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1003","yuroktepwqx","batchf_111186","2005-06-20","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1004","yuroktepwqx","batchf_341495","2006-01-24","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1005","yuroktepwqx","batchf_108329","2006-02-08","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1006","yuroktepwqx","batchf_108337","2006-11-29","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1007","yuroktepwqx","batchf_108338","2006-04-16","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1008","yuroktepwqx","batchf_108386","2006-10-17","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1009","yuroktepwqx","batchf_108413","2006-09-19","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1010","yuroktepwqx","batchf_108453","2006-08-22","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1011","yuroktepwqx","batchf_108397","2006-05-22","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,20,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1012","yuroktepwqx","batchf_108418","2006-12-27","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,20,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1013","yuroktepwqx","batchf_108379","2006-06-19","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1014","yuroktepwqx","batchf_108416","2006-07-17","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1015","yuroktepwqx","batchf_108400","2006-01-24","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1016","yuroktepwqx","batchf_108403","2006-03-05","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1017","yuroktepwqx","batchf_106192","2006-01-24","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1018","yuroktepwqx","batchf_106242","2006-05-22","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1019","yuroktepwqx","batchf_106210","2006-12-27","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,20,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1020","yuroktepwqx","batchf_106138","2006-02-08","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1021","yuroktepwqx","batchf_106206","2006-09-19","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1022","yuroktepwqx","batchf_106165","2006-11-29","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1023","yuroktepwqx","batchf_106187","2006-06-19","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1024","yuroktepwqx","batchf_106263","2006-08-22","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1025","yuroktepwqx","batchf_106213","2006-03-05","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1026","yuroktepwqx","batchf_106194","2006-10-17","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1027","yuroktepwqx","batchf_106209","2006-07-17","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1028","yuroktepwqx","batchf_106134","2006-04-16","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1029","yuroktepwqx","batchf_111211","2006-08-22","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1030","yuroktepwqx","batchf_111197","2006-05-22","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,31,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1031","yuroktepwqx","batchf_111107","2006-03-05","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1032","yuroktepwqx","batchf_111166","2006-01-24","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1033","yuroktepwqx","batchf_111136","2006-04-16","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1034","yuroktepwqx","batchf_111142","2006-10-17","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1035","yuroktepwqx","batchf_111221","2006-07-17","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1036","yuroktepwqx","batchf_111124","2006-02-08","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1037","yuroktepwqx","batchf_111158","2006-12-27","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1038","yuroktepwqx","batchf_111152","2006-06-19","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1039","yuroktepwqx","batchf_111205","2006-09-19","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1040","yuroktepwqx","batchf_111154","2006-11-29","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1041","yuroktepwqx","batchf_108320","2007-01-28","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1042","yuroktepwqx","batchf_108368","2007-11-27","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1043","yuroktepwqx","batchf_108422","2007-10-14","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,41,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1044","yuroktepwqx","batchf_108439","2007-12-25","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1045","yuroktepwqx","batchf_108334","2007-02-27","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1046","yuroktepwqx","batchf_106160","2007-12-25","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1047","yuroktepwqx","batchf_106135","2007-11-27","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1048","yuroktepwqx","batchf_106232","2007-10-14","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1049","yuroktepwqx","batchf_106121","2007-01-28","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1050","yuroktepwqx","batchf_106148","2007-02-27","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1051","yuroktepwqx","batchf_111247","2007-01-28","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1052","yuroktepwqx","batchf_111143","2007-11-27","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1053","yuroktepwqx","batchf_111115","2007-02-27","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,5.25,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1054","yuroktepwqx","batchf_111113","2007-12-25","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1055","yuroktepwqx","batchf_111246","2007-07-23","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1056","yuroktepwqx","batchf_108475","2008-08-20","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1057","yuroktepwqx","batchf_108471","2008-07-22","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
