"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc"
"609","shopaitrwqx","batch_144565","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,14,"sm9222d","sm9222","membranefiltration"
"610","shopaitrwqx","batch_144571","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,80,"sm9222d","sm9222","membranefiltration"
"611","shopaitrwqx","batch2_247615","2007-11-13","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,100,"sm9222d","sm9222","membranefiltration"
"612","shopaitrwqx","batch2_247612","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,4,"sm9222d","sm9222","membranefiltration"
"613","shopaitrwqx","batch2_247609","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,1840,"sm9222d","sm9222","membranefiltration"
"614","shopaitrwqx","batch2_247603","2007-11-13","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,100,"sm9222d","sm9222","membranefiltration"
"615","shopaitrwqx","batch2_247621","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,1840,"sm9222d","sm9222","membranefiltration"
"616","shopaitrwqx","batch2_247600","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,4,"sm9222d","sm9222","membranefiltration"
"617","shopaitrwqx","batch2_221441","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,180,"sm9222d","sm9222","membranefiltration"
"618","shopaitrwqx","batch2_221432","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,180,"sm9222d","sm9222","membranefiltration"
"619","shopaitrwqx","batch_144532","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,70,"sm9222d","sm9222","membranefiltration"
"620","shopaitrwqx","batch_144519","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,70,"sm9222d","sm9222","membranefiltration"
"621","shopaitrwqx","batch_144509","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,2,"sm9222d","sm9222","membranefiltration"
"622","shopaitrwqx","batch_144522","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,2,"sm9222d","sm9222","membranefiltration"
"623","shopaitrwqx","batch_144539","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,200,"sm9222d","sm9222","membranefiltration"
"624","shopaitrwqx","batch_144535","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,24,"sm9222d","sm9222","membranefiltration"
"625","shopaitrwqx","batch_144545","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,200,"sm9222d","sm9222","membranefiltration"
"626","shopaitrwqx","batch_144541","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,24,"sm9222d","sm9222","membranefiltration"
"627","shopaitrwqx","batch_150225","2008-06-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,20,"sm9222d","sm9222","membranefiltration"
"628","shopaitrwqx","batch_150224","2008-06-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,20,"sm9222d","sm9222","membranefiltration"
"629","shopaitrwqx","batch_139245","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,420,"sm9222d","sm9222","membranefiltration"
"630","shopaitrwqx","batch_139237","2008-11-04","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,20,"sm9222d","sm9222","membranefiltration"
"631","shopaitrwqx","batch_139234","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,12,"sm9222d","sm9222","membranefiltration"
"632","shopaitrwqx","batch_139231","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,420,"sm9222d","sm9222","membranefiltration"
"633","shopaitrwqx","batch_139220","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,12,"sm9222d","sm9222","membranefiltration"
"634","shopaitrwqx","batch_139223","2008-11-04","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,20,"sm9222d","sm9222","membranefiltration"
"635","shopaitrwqx","batch_137095","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,300,"sm9222d","sm9222","membranefiltration"
"636","shopaitrwqx","batch_137093","2008-12-02","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,140,"sm9222d","sm9222","membranefiltration"
"637","shopaitrwqx","batch_137098","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,12,"sm9222d","sm9222","membranefiltration"
"638","shopaitrwqx","batch_137087","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,12,"sm9222d","sm9222","membranefiltration"
"639","shopaitrwqx","batch_137104","2008-12-02","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,140,"sm9222d","sm9222","membranefiltration"
"640","shopaitrwqx","batch_137106","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,300,"sm9222d","sm9222","membranefiltration"
"641","shopaitrwqx","batch2_154328","2008-06-22","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,2,"sm9222d","sm9222","membranefiltration"
"642","shopaitrwqx","batch2_154329","2008-06-22","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,2,"sm9222d","sm9222","membranefiltration"
"643","shopaitrwqx","batch_144593","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,36,"sm9222d","sm9222","membranefiltration"
"644","shopaitrwqx","batch_144587","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,200,"sm9222d","sm9222","membranefiltration"
"645","shopaitrwqx","batch_144583","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,36,"sm9222d","sm9222","membranefiltration"
"646","shopaitrwqx","batch_144598","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,200,"sm9222d","sm9222","membranefiltration"
"647","shopaitrwqx","batch_115566","2008-05-06","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","canal","canal","surfacewater","canal",NA,NA,NA,NA,96,"sm9222d","sm9222","membranefiltration"
"648","shopaitrwqx","batch_115560","2008-05-06","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","canal","canal","surfacewater","canal",NA,NA,NA,NA,96,"sm9222d","sm9222","membranefiltration"
"649","shopaitrwqx","batch_144553","2008-11-04","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,20,"sm9222d","sm9222","membranefiltration"
"650","shopaitrwqx","batch_144557","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,72,"sm9222d","sm9222","membranefiltration"
"651","shopaitrwqx","batch_144576","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,280,"sm9222d","sm9222","membranefiltration"
"652","shopaitrwqx","batch_144572","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,72,"sm9222d","sm9222","membranefiltration"
"653","shopaitrwqx","batch_144561","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,280,"sm9222d","sm9222","membranefiltration"
"654","shopaitrwqx","batch_144568","2008-11-04","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,20,"sm9222d","sm9222","membranefiltration"
"655","shopaitrwqx","batch2_247620","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,700,"sm9222d","sm9222","membranefiltration"
"656","shopaitrwqx","batch2_247608","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,700,"sm9222d","sm9222","membranefiltration"
"657","shopaitrwqx","batch2_247614","2008-11-04","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,20,"sm9222d","sm9222","membranefiltration"
"658","shopaitrwqx","batch2_247602","2008-11-04","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,20,"sm9222d","sm9222","membranefiltration"
"659","shopaitrwqx","batch2_221428","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,120,"sm9222d","sm9222","membranefiltration"
"660","shopaitrwqx","batch2_221437","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,120,"sm9222d","sm9222","membranefiltration"
"661","shopaitrwqx","batch_144534","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,140,"sm9222d","sm9222","membranefiltration"
"662","shopaitrwqx","batch_144518","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,52,"sm9222d","sm9222","membranefiltration"
"663","shopaitrwqx","batch_144531","2008-04-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,52,"sm9222d","sm9222","membranefiltration"
"664","shopaitrwqx","batch_144521","2008-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,140,"sm9222d","sm9222","membranefiltration"
"665","shopaitrwqx","batch_133280","2008-06-22","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,NA,NA,NA,2,"sm9222d","sm9222","membranefiltration"
"666","shopaitrwqx","batch_133279","2008-06-22","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,NA,NA,NA,2,"sm9222d","sm9222","membranefiltration"
"667","shopaitrwqx","batch_133786","2008-06-30","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,2,"sm9222d","sm9222","membranefiltration"
"668","shopaitrwqx","batch_133785","2008-06-30","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,2,"sm9222d","sm9222","membranefiltration"
"669","shopaitrwqx","batch_144544","2009-08-30","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,80,"sm9222d","sm9222","membranefiltration"
"670","shopaitrwqx","batch_144538","2009-08-30","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,80,"sm9222d","sm9222","membranefiltration"
"671","shopaitrwqx","batch_139246","2009-08-30","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,620,"sm9222d","sm9222","membranefiltration"
"672","shopaitrwqx","batch_139224","2009-05-05","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,36,"sm9222d","sm9222","membranefiltration"
"673","shopaitrwqx","batch_139238","2009-05-05","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,36,"sm9222d","sm9222","membranefiltration"
"674","shopaitrwqx","batch_139232","2009-08-30","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,620,"sm9222d","sm9222","membranefiltration"
"675","shopaitrwqx","batch_137101","2009-05-05","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,68,"sm9222d","sm9222","membranefiltration"
"676","shopaitrwqx","batch_137090","2009-05-05","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,68,"sm9222d","sm9222","membranefiltration"
"677","shopaitrwqx","batch_137096","2009-08-30","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,416,"sm9222d","sm9222","membranefiltration"
"678","shopaitrwqx","batch_137107","2009-08-30","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,416,"sm9222d","sm9222","membranefiltration"
"679","shopaitrwqx","batch_144592","2009-04-27","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,38,"sm9222d","sm9222","membranefiltration"
