"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc"
"412","21guam","batchf_330875","2013-01-21","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",153,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"413","21guam","batchf_334360","2013-02-04","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",87,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"414","21guam","batchf_334356","2013-04-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",248.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"415","21guam","batchf_285341","2013-04-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",1805,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"416","21guam","batchf_285342","2013-02-04","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",318.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"417","21guam","batchf_283034","2013-03-18","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",634.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"418","21guam","batchf_283033","2013-01-21","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",584,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"419","21guam","batchf_244065","2013-01-21","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",3311.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"420","21guam","batchf_243087","2013-03-18","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",2914,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"421","21guam","batchf_243088","2013-04-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",81.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"422","21guam","batchf_244069","2013-02-04","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",1859.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"423","21guam","batchf_353951","2013-02-04","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",260.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"424","21guam","batchf_353221","2013-04-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",154.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"425","21guam","batchf_353952","2013-01-21","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",1236,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"426","21guam","batchf_353222","2013-03-18","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",1672,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"427","21guam","batchf_227945","2013-03-18","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","undeterminedcoastalsite","river","river","surfacewater","stream/river","grabsample",3700.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"428","21guam","batchf_212942","2013-01-21","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","undeterminedcoastalsite","river","river","surfacewater","stream/river","grabsample",478,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"429","21guam","batchf_212936","2013-04-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","undeterminedcoastalsite","river","river","surfacewater","stream/river","grabsample",2362.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"430","21guam","batchf_227943","2013-02-04","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","undeterminedcoastalsite","river","river","surfacewater","stream/river","grabsample",1537.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"431","21guam","batchf_354180","2014-08-10","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",1017,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"432","21guam","batchf_247565","2014-08-10","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",3130,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"433","21guam","batchf_247566","2014-08-10","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",3873,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"434","21guam","batchf_352528","2014-08-07","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample",4906,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"435","21guam","batchf_352526","2014-08-10","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample",2481,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"436","21guam","batchf_352527","2014-08-10","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample",2909,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"437","21guam","batchf_351980","2014-08-07","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample",4142,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"438","21guam","batchf_247580","2015-10-05","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",700,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"439","21guam","batchf_247579","2015-11-17","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",341,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"440","21guam","batchf_247581","2015-11-17","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",125.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"441","21guam","batchf_247578","2015-10-05","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",8367,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"442","21guam","batchf_247575","2015-11-17","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",583,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"443","21guam","batchf_247577","2015-10-05","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",154.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"444","21guam","batchf_247576","2015-11-17","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",315.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"445","21guam","batchf_247574","2015-10-05","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",3122,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"446","21guam","batchf_247573","2015-11-17","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",2091.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"447","21guam","batchf_246489","1998-06-28","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,160,"sm9230c","membranefiltration","membranefiltration"
"448","21guam","batchf_352358","1998-06-28","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,180,"sm9230c","membranefiltration","membranefiltration"
"449","21guam","batchf_244079","1998-06-28","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","undeterminedcoastalsite","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,160,"sm9230c","membranefiltration","membranefiltration"
"450","21guam","batchf_322350","1998-06-28","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,700,"sm9230c","membranefiltration","membranefiltration"
"451","21guam","batchf_352691","1998-12-06","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,800,"sm9230c","membranefiltration","membranefiltration"
"452","21guam","batchf_352648","1998-06-15","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,12,"sm9230c","membranefiltration","membranefiltration"
"453","21guam","batchf_352725","1998-07-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,80,"sm9230c","membranefiltration","membranefiltration"
"454","21guam","batchf_352690","1998-11-30","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,80,"sm9230c","membranefiltration","membranefiltration"
"455","21guam","batchf_352726","1998-06-30","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,40,"sm9230c","membranefiltration","membranefiltration"
"456","21guam","batchf_352647","1998-06-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,60,"sm9230c","membranefiltration","membranefiltration"
"457","21guam","batchf_352697","1998-06-21","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,1,"sm9230c","membranefiltration","membranefiltration"
"458","21guam","batchf_354020","1998-08-09","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,2200,"sm9230c","membranefiltration","membranefiltration"
"459","21guam","batchf_354017","1998-08-03","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,1,"sm9230c","membranefiltration","membranefiltration"
"460","21guam","batchf_354013","1998-07-15","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,1,"sm9230c","membranefiltration","membranefiltration"
"461","21guam","batchf_354018","1998-07-19","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,20,"sm9230c","membranefiltration","membranefiltration"
"462","21guam","batchf_354019","1998-07-27","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,267,"sm9230c","membranefiltration","membranefiltration"
"463","21guam","batchf_354014","1998-07-06","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,1660,"sm9230c","membranefiltration","membranefiltration"
"464","21guam","batchf_354415","1998-06-30","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,820,"sm9230c","membranefiltration","membranefiltration"
"465","21guam","batchf_354352","1998-06-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,1580,"sm9230c","membranefiltration","membranefiltration"
"466","21guam","batchf_354206","1998-12-06","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,900,"sm9230c","membranefiltration","membranefiltration"
"467","21guam","batchf_354355","1998-06-21","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,1160,"sm9230c","membranefiltration","membranefiltration"
"468","21guam","batchf_354181","1998-11-30","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,1480,"sm9230c","membranefiltration","membranefiltration"
"469","21guam","batchf_354351","1998-06-15","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,1,"sm9230c","membranefiltration","membranefiltration"
"470","21guam","batchf_354356","1998-07-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,1,"sm9230c","membranefiltration","membranefiltration"
"471","21guam","batchf_351822","1998-11-30","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,1300,"sm9230c","membranefiltration","membranefiltration"
"472","21guam","batchf_351975","1998-06-15","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,9999,"sm9230c","membranefiltration","membranefiltration"
"473","21guam","batchf_351977","1998-06-30","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,9999,"sm9230c","membranefiltration","membranefiltration"
"474","21guam","batchf_351921","1998-12-06","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,1040,"sm9230c","membranefiltration","membranefiltration"
"475","21guam","batchf_351976","1998-06-21","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,9999,"sm9230c","membranefiltration","membranefiltration"
"476","21guam","batchf_351978","1998-07-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,11800,"sm9230c","membranefiltration","membranefiltration"
"477","21guam","batchf_351922","1998-06-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,9999,"sm9230c","membranefiltration","membranefiltration"
"478","21guam","batchf_353092","1998-06-30","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,1040,"sm9230c","membranefiltration","membranefiltration"
"479","21guam","batchf_353089","1998-11-30","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,3020,"sm9230c","membranefiltration","membranefiltration"
"480","21guam","batchf_353085","1998-12-06","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,1120,"sm9230c","membranefiltration","membranefiltration"
"481","21guam","batchf_353090","1998-07-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",NA,NA,NA,NA,2840,"sm9230c","membranefiltration","membranefiltration"
"482","21guam","batchf_354177","1998-08-09","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,1020,"sm9230c","membranefiltration","membranefiltration"
