"","study_sh","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"361","usgsky","2014-05-07","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",720,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"362","usgsky","2014-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",55,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"363","usgsky","2014-08-26","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",3100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"364","usgsky","2014-05-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",530,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"365","usgsky","2014-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",63,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"366","usgsky","2014-10-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",16000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"367","usgsky","2014-09-08","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",370,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"368","usgsky","2014-08-19","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"369","usgsky","2014-06-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"370","usgsky","2014-08-26","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",990,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"371","usgsky","2014-11-03","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",85,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"372","usgsky","2014-11-03","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",220,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"373","usgsky","2014-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",62,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"374","usgsky","2014-10-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",5400,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"375","usgsky","2014-09-08","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",3000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"376","usgsky","2014-05-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",43,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"377","usgsky","2014-08-26","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",1300,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"378","usgsky","2014-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",13,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"379","usgsky","2014-06-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",510,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"380","usgsky","2014-06-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",590,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"381","usgsky","2014-09-08","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"382","usgsky","2014-09-08","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",930,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"383","usgsky","2014-08-19","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",250,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"384","usgsky","2014-11-03","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",41,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"385","usgsky","2014-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"386","usgsky","2014-10-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",940,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"387","usgsky","2014-10-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",9600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"388","usgsky","2014-05-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",290,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"389","usgsky","2014-11-03","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",260,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"390","usgsky","2014-09-08","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",50,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"391","usgsky","2014-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"392","usgsky","2014-08-26","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"393","usgsky","2014-10-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",840,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"394","usgsky","2014-05-06","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",2100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"395","usgsky","2014-06-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",1100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"396","usgsky","2014-05-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",110,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"397","usgsky","2014-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",63,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"398","usgsky","2014-09-08","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"399","usgsky","2014-06-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",52,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"400","usgsky","2014-08-19","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",41,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"401","usgsky","2014-08-26","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",290,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"402","usgsky","2014-10-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",10000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"403","usgsky","2014-06-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",530,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"404","usgsky","2014-10-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",23000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"405","usgsky","2014-06-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",180,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"406","usgsky","2014-10-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",750,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"407","usgsky","2014-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",110,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"408","usgsky","2014-05-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",620,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"409","usgsky","2014-11-03","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",98,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"410","usgsky","2014-05-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",670,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"411","usgsky","2014-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",67,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"412","usgsky","2014-08-19","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",160,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"413","usgsky","2014-05-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",150,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"414","usgsky","2014-05-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",5200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"415","usgsky","2014-10-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",1700,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"416","usgsky","2014-06-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",44,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"417","usgsky","2014-10-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",12000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"418","usgsky","2014-11-03","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",240,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"419","usgsky","2014-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",170,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"420","usgsky","2014-05-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",75,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"421","usgsky","2014-11-03","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",340,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"422","usgsky","2014-10-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",320,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"423","usgsky","2014-06-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"424","usgsky","2014-08-26","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",5100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"425","usgsky","2014-05-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",370,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"426","usgsky","2014-06-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",170,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"427","usgsky","2014-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",20,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"428","usgsky","2014-10-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",1900,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"429","usgsky","2014-11-03","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",190,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"430","usgsky","2014-07-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",98,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"431","usgsky","2014-10-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",6600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"432","usgsky","2014-05-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",1600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"433","usgsky","2014-09-08","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",55,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"434","usgsky","2014-06-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",34,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"435","usgsky","2014-06-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Cumberland","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Cumberland","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river",150,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
