"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"7196","nars","nars_6833","2014-07-08","wi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1495.812377,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7197","nars","nars_6837","2014-08-12","wi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,746.475442,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7198","nars","nars_1735","2015-09-02","wi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,983,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7199","nars","nars_1736","2015-09-02","wi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,297,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7200","nars","nars_1734","2015-09-02","wi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1222,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7201","nars","nars_6803","2013-08-21","wi","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,814.5731115,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7202","nars","nars_6835","2013-07-30","wi","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,285.1389212,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7203","nars","nars_1733","2015-09-02","wi","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,555,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7204","nars","nars_2172","2015-09-02","wi","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1126,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7205","nars","nars_6874","2013-09-23","wi","East North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,504.9195943,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7206","nars","nars_2175","2015-09-02","wi","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Laurentian Great Lakes","Prairie-Forest Border","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,618,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7207","nars","nars_6841","2014-07-21","wi","East North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1509.990221,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7208","nars","nars_2181","2015-09-02","wi","East North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,618,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7209","nars","nars_6961","2013-07-12","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1596.2345,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7210","nars","nars_6935","2013-07-08","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,494.6821163,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7211","nars","nars_6964","2013-07-16","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1786.49404,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7212","nars","nars_6914","2014-07-25","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,529.2050173,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7213","nars","nars_6979","2014-08-12","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,864.188832,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7214","nars","nars_6980","2014-08-24","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,2453.183562,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7215","nars","nars_2318","2015-09-02","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,90,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7216","nars","nars_2321","2015-09-02","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,331,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7217","nars","nars_6933","2014-07-22","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Missouri","Wyoming Basins","temperate upland rivers","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,768.6406826,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7218","nars","nars_6982","2014-07-23","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Missouri","Wyoming Basins","temperate upland rivers","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,71.51720345,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7219","nars","nars_2302","2015-09-02","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Missouri","Wyoming Basins","temperate upland rivers","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,324,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7220","nars","nars_2334","2015-09-02","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Missouri","Wyoming Basins","temperate upland rivers","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,529,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7221","nars","nars_2314","2015-09-02","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Missouri","Wyoming Basins","temperate upland rivers","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,230,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7222","nars","nars_2289","2015-09-02","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Missouri","Wyoming Basins","temperate upland rivers","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,158,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7223","nars","nars_2288","2015-09-02","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Missouri","Wyoming Basins","temperate upland rivers","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,610,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7224","nars","nars_6963","2013-08-06","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,258.5990402,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7225","nars","nars_6949","2013-08-09","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,275.6164989,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7226","nars","nars_6947","2013-08-08","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1176.082458,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7227","nars","nars_6926","2014-07-29","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,294.919299,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7228","nars","nars_2320","2015-09-02","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,266,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7229","nars","nars_2280","2015-09-02","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,313,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7230","nars","nars_2300","2015-09-02","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,282,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7231","nars","nars_6956","2013-07-15","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,66.72296319,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7232","nars","nars_6938","2013-07-23","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,423.0889037,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7233","nars","nars_6907","2013-07-14","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,589.073577,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7234","nars","nars_6937","2013-07-10","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,846.1127741,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7235","nars","nars_6948","2014-06-19","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,167.362721,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7236","nars","nars_6912","2014-07-24","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,600.3556198,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7237","nars","nars_2304","2015-09-02","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,2380,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7238","nars","nars_1755","2015-09-02","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,389,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7239","nars","nars_2316","2015-09-02","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,405,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7240","nars","nars_2284","2015-09-02","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Middle Missouri","Wyoming Basins","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,135,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7241","nars","nars_6945","2014-09-09","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Middle Missouri","Northern Great Plains Steppe","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,767.8048724,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7242","nars","nars_6969","2014-07-25","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Middle Missouri","Northern Great Plains Steppe","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1078.203694,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7243","nars","nars_2329","2015-09-02","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Middle Missouri","Northern Great Plains Steppe","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,840,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7244","nars","nars_2330","2015-09-02","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Middle Missouri","Northern Great Plains Steppe","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,2530,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7245","nars","nars_6968","2013-08-11","wy","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Upper Missouri","Black Hills","temperate upland rivers","Temperate Conifer Forests","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,134.9920066,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7246","nars","nars_6905","2014-07-28","wy","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Upper Missouri","Black Hills","temperate upland rivers","Temperate Conifer Forests","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,213.7727317,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7247","nars","nars_2311","2015-09-02","wy","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Upper Missouri","Black Hills","temperate upland rivers","Temperate Conifer Forests","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7248","nars","nars_2335","2015-09-02","wy","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Upper Missouri","Black Hills","temperate upland rivers","Temperate Conifer Forests","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,2583,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7249","nars","nars_2328","2015-09-02","wy","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Upper Missouri","Black Hills","temperate upland rivers","Temperate Conifer Forests","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,305,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7250","nars","nars_6951","2013-08-20","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Missouri","Wyoming Basins","temperate upland rivers","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1218.790725,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7251","nars","nars_6973","2014-08-13","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Missouri","Wyoming Basins","temperate upland rivers","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,213.4876147,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7252","nars","nars_6972","2014-07-20","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Missouri","Wyoming Basins","temperate upland rivers","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,117.2389691,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7253","nars","nars_2285","2015-09-02","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Missouri","Wyoming Basins","temperate upland rivers","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,379,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7254","nars","nars_2332","2015-09-02","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Missouri","Wyoming Basins","temperate upland rivers","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7255","nars","nars_6939","2013-07-22","wy","Mountain","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","Middle Missouri","Northern Great Plains Steppe","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1131.112491,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7256","nars","nars_2287","2015-09-02","wy","Mountain","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","Middle Missouri","Northern Great Plains Steppe","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1659,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7257","nars","nars_6946","2014-08-29","wy","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Missouri","Wyoming Basins","temperate upland rivers","Deserts and Xeric Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,678.6097379,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7258","nars","nars_6940","2014-07-24","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1093.099427,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7259","nars","nars_6971","2014-07-31","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,299.0665,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7260","nars","nars_6970","2014-07-17","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,833.0525273,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7261","nars","nars_6910","2014-07-18","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1719.685925,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7262","nars","nars_6959","2014-07-21","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,642.3965305,"epa1606","qpcr","molecular",NA,NA,NA,NA
"7263","nars","nars_6911","2014-07-18","wy","Mountain","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,922.7626811,"epa1606","qpcr","molecular",NA,NA,NA,NA
